train/loss,iter,_step,_runtime,val/loss,train/step_loss,Sample Generation,lr,_timestamp,seed
,390.0,41,65.1242952,,1.8841965198516846,,,1779637711.8733912,3740
,400.0,42,66.1519725,,1.9110918045043945,,,1779637712.9006813,3740
,410.0,43,67.1813859,,1.855755090713501,,,1779637713.9295027,3740
,420.0,44,68.2073593,,1.863455057144165,,,1779637714.9564767,3740
,430.0,45,69.2209271,,1.8233507871627808,,,1779637715.9698625,3740
,440.0,46,70.2535647,,1.83027184009552,,,1779637717.0021877,3740
,450.0,47,71.277144,,1.798365831375122,,,1779637718.0260122,3740
,460.0,48,72.2955675,,1.813904047012329,,,1779637719.0446846,3740
,470.0,49,73.3174077,,1.7925069332122803,,,1779637720.066527,3740
,480.0,50,74.3420485,,1.8254131078720093,,,1779637721.091105,3740
,490.0,51,75.3585887,,1.763895034790039,,,1779637722.1076863,3740
1.623936653137207,500.0,52,88.7810777,1.8108110427856445,,,0.0009852826883675631,1779637735.5302813,3740
,500.0,53,88.8868979,,1.797027826309204,,,1779637735.6358988,3740
,510.0,54,89.9102702,,1.7663078308105469,,,1779637736.6593895,3740
,520.0,55,90.9192943,,1.7517563104629517,,,1779637737.6683867,3740
,530.0,56,91.9449593,,1.7640869617462158,,,1779637738.6940787,3740
,540.0,57,92.9616743,,1.776375412940979,,,1779637739.7107918,3740
,550.0,58,93.9830874,,1.7388691902160645,,,1779637740.732075,3740
,560.0,59,95.0048217,,1.7084007263183594,,,1779637741.7538133,3740
,570.0,60,96.0218422,,1.6885709762573242,,,1779637742.770667,3740
,580.0,61,97.0486912,,1.6863696575164795,,,1779637743.797809,3740
,590.0,62,98.0798229,,1.6773141622543335,,,1779637744.8289418,3740
,600.0,63,99.0944259,,1.6869655847549438,,,1779637745.8435433,3740
,610.0,64,100.1298838,,1.6953401565551758,,,1779637746.878977,3740
,620.0,65,101.1460284,,1.6821157932281494,,,1779637747.8950102,3740
,630.0,66,102.1634238,,1.673871636390686,,,1779637748.9125006,3740
,640.0,67,103.1923804,,1.6329345703125,,,1779637749.941499,3740
,650.0,68,104.2190473,,1.6142433881759644,,,1779637750.9686716,3740
,660.0,69,105.2517827,,1.662279725074768,,,1779637752.000902,3740
,670.0,70,106.2763922,,1.6523196697235107,,,1779637753.0249672,3740
,680.0,71,107.2996478,,1.6457643508911133,,,1779637754.0487406,3740
,690.0,72,108.3294823,,1.6117914915084839,,,1779637755.0785778,3740
,700.0,73,109.3469337,,1.5854896306991577,,,1779637756.0960536,3740
,710.0,74,110.3658636,,1.6088132858276367,,,1779637757.113969,3740
,720.0,75,111.3984935,,1.5755541324615479,,,1779637758.1465998,3740
,730.0,76,112.4164569,,1.5995149612426758,,,1779637759.1655767,3740
,740.0,77,113.4415216,,1.5688036680221558,,,1779637760.1906185,3740
1.4556695222854614,750.0,78,126.8933481,1.6564640998840332,,,0.0009614856803571157,1779637773.642438,3740
,750.0,79,126.9984105,,1.5637928247451782,,,1779637773.7467132,3740
,760.0,80,128.0211645,,1.5705761909484863,,,1779637774.7702663,3740
,770.0,81,129.0408546,,1.5855212211608887,,,1779637775.7899733,3740
,780.0,82,130.0636438,,1.5965731143951416,,,1779637776.8126078,3740
,790.0,83,131.0887238,,1.5851805210113525,,,1779637777.8383482,3740
,800.0,84,132.1151019,,1.552046775817871,,,1779637778.864219,3740
,810.0,85,133.1336831,,1.5569247007369995,,,1779637779.8827605,3740
,820.0,86,134.156839,,1.5481908321380615,,,1779637780.9053862,3740
,830.0,87,135.1835646,,1.5732791423797607,,,1779637781.932685,3740
,840.0,88,136.1968824,,1.5447595119476318,,,1779637782.9459965,3740
,850.0,89,137.2213314,,1.5446799993515015,,,1779637783.9703395,3740
,860.0,90,138.2417687,,1.5229039192199707,,,1779637784.990318,3740
,870.0,91,139.2647247,,1.5175732374191284,,,1779637786.0137637,3740
,880.0,92,140.2849962,,1.5848569869995117,,,1779637787.0346205,3740
,890.0,93,141.3107877,,1.5258609056472778,,,1779637788.0599077,3740
,900.0,94,142.3268623,,1.4609882831573486,,,1779637789.075892,3740
,910.0,95,143.3540169,,1.4531019926071167,,,1779637790.1028526,3740
,920.0,96,144.3689168,,1.5229049921035767,,,1779637791.1180308,3740
,930.0,97,145.3987521,,1.5054540634155273,,,1779637792.147871,3740
,940.0,98,146.4166443,,1.517507791519165,,,1779637793.1657622,3740
,950.0,99,147.4366477,,1.4852274656295776,,,1779637794.1857064,3740
,960.0,100,148.4573383,,1.4938162565231323,,,1779637795.2064564,3740
,970.0,101,149.4960348,,1.4709091186523438,,,1779637796.245151,3740
,980.0,102,150.5132637,,1.4483788013458252,,,1779637797.2623847,3740
,990.0,103,151.5340155,,1.4976589679718018,,,1779637798.2821321,3740
1.3626742362976074,1000.0,104,164.9556532,1.578847050666809,,,0.0009271396472013282,1779637811.7047148,3740
,1000.0,105,165.0601314,,1.4493956565856934,,,1779637811.8091364,3740
,1010.0,106,166.0865532,,1.474534273147583,,,1779637812.8350964,3740
,1020.0,107,167.1147483,,1.4756009578704834,,,1779637813.8638651,3740
,1030.0,108,168.1353294,,1.468772053718567,,,1779637814.8840694,3740
,1040.0,109,169.1518964,,1.4554343223571777,,,1779637815.9015207,3740
,1050.0,110,170.1685864,,1.4897364377975464,,,1779637816.917701,3740
,1060.0,111,171.1930264,,1.4670629501342773,,,1779637817.9412303,3740
,1070.0,112,172.2147277,,1.4505138397216797,,,1779637818.9638445,3740
,1080.0,113,173.2455546,,1.4271131753921509,,,1779637819.9945142,3740
,1090.0,114,174.2667529,,1.4478901624679565,,,1779637821.0158715,3740
,1100.0,115,175.290363,,1.4622615575790405,,,1779637822.03908,3740
,1110.0,116,176.3140785,,1.4420297145843506,,,1779637823.0631976,3740
,1120.0,117,177.3350725,,1.4258387088775635,,,1779637824.0841901,3740
,1130.0,118,178.3562145,,1.446241021156311,,,1779637825.1052787,3740
,1140.0,119,179.3815469,,1.4659714698791504,,,1779637826.13066,3740
,1150.0,120,180.4169424,,1.4482688903808594,,,1779637827.1659067,3740
,1160.0,121,181.44211,,1.4281575679779053,,,1779637828.1912239,3740
,1170.0,122,182.468994,,1.3989101648330688,,,1779637829.2177896,3740
,1180.0,123,183.4862959,,1.4180235862731934,,,1779637830.2354157,3740
,1190.0,124,184.5112475,,1.4088250398635864,,,1779637831.2603316,3740
,1200.0,125,185.533855,,1.414475679397583,,,1779637832.2834792,3740
,1210.0,126,186.5589202,,1.3905744552612305,,,1779637833.3080397,3740
,1220.0,127,187.5848733,,1.392601490020752,,,1779637834.3331838,3740
,1230.0,128,188.6081826,,1.406285285949707,,,1779637835.357302,3740
,1240.0,129,189.6378601,,1.395613431930542,,,1779637836.3866613,3740
1.2975091934204102,1250.0,130,203.1049118,1.5363435745239258,,,0.000883125098683892,1779637849.853686,3740
,1250.0,131,203.2091619,,1.4290144443511963,,,1779637849.958786,3740
,1260.0,132,204.223572,,1.412885069847107,,,1779637850.972685,3740
,1270.0,133,205.2513839,,1.3712729215621948,,,1779637852.0005002,3740
,1280.0,134,206.2690013,,1.4087435007095337,,,1779637853.0177634,3740
,1290.0,135,207.2874337,,1.3777952194213867,,,1779637854.0365531,3740
,1300.0,136,208.3052472,,1.4183266162872314,,,1779637855.0543647,3740
,1310.0,137,209.329616,,1.3907526731491089,,,1779637856.078735,3740
,1320.0,138,210.3515932,,1.3321137428283691,,,1779637857.1006835,3740
,1330.0,139,211.3777255,,1.3527662754058838,,,1779637858.126783,3740
,1340.0,140,212.4057366,,1.38008713722229,,,1779637859.1544735,3740
,1350.0,141,213.4203996,,1.3975539207458496,,,1779637860.169237,3740
,1360.0,142,214.4438284,,1.3926483392715454,,,1779637861.1929474,3740
,1370.0,143,215.4746072,,1.3546745777130127,,,1779637862.2234132,3740
,1380.0,144,216.4945507,,1.3757961988449097,,,1779637863.2428012,3740
,1390.0,145,217.5199054,,1.3923555612564087,,,1779637864.2690222,3740
,1400.0,146,218.5430289,,1.3830424547195435,,,1779637865.2921486,3740
,1410.0,147,219.5713007,,1.3598138093948364,,,1779637866.3204181,3740
,1420.0,148,220.5958784,,1.3539738655090332,,,1779637867.3447955,3740
,1430.0,149,221.6182498,,1.3553522825241089,,,1779637868.3670075,3740
,1440.0,150,222.636351,,1.3604834079742432,,,1779637869.3854709,3740
,1450.0,151,223.6612155,,1.3504738807678223,,,1779637870.4103308,3740
,1460.0,152,224.6859131,,1.3486748933792114,,,1779637871.4350326,3740
,1470.0,153,225.7134752,,1.3699419498443604,,,1779637872.4619489,3740
,1480.0,154,226.7342572,,1.355071783065796,,,1779637873.4833753,3740
,1490.0,155,227.7611143,,1.3580706119537354,,,1779637874.5102317,3740
1.2507001161575317,1500.0,156,241.2946709,1.5143558979034424,,,0.0008305704108364302,1779637888.04225,3740
,1500.0,157,241.4009438,,1.343044400215149,,,1779637888.150568,3740
,1510.0,158,242.4266297,,1.3552052974700928,,,1779637889.1757498,3740
,1520.0,159,243.4525685,,1.3554539680480957,,,1779637890.2008758,3740
,1530.0,160,244.472371,,1.341322898864746,,,1779637891.221181,3740
,1540.0,161,245.4917217,,1.331711769104004,,,1779637892.2408314,3740
,1550.0,162,246.5124885,,1.3435263633728027,,,1779637893.2613366,3740
,1560.0,163,247.5311464,,1.3303070068359375,,,1779637894.280085,3740
,1570.0,164,248.5582591,,1.314232587814331,,,1779637895.3073792,3740
,1580.0,165,249.5837003,,1.3369483947753906,,,1779637896.3328204,3740
,1590.0,166,250.6099271,,1.3484848737716675,,,1779637897.359044,3740
,1600.0,167,251.6369768,,1.352609395980835,,,1779637898.3860946,3740
,1610.0,168,252.6654024,,1.296412467956543,,,1779637899.4139063,3740
,1620.0,169,253.6890998,,1.3104767799377441,,,1779637900.4382172,3740
,1630.0,170,254.7046125,,1.345476508140564,,,1779637901.4531183,3740
,1640.0,171,255.7236804,,1.3058240413665771,,,1779637902.4728005,3740
,1650.0,172,256.7439516,,1.3098151683807373,,,1779637903.493068,3740
,1660.0,173,257.779237,,1.3187214136123657,,,1779637904.5282652,3740
,1670.0,174,258.7988516,,1.3068441152572632,,,1779637905.5473082,3740
,1680.0,175,259.8324447,,1.3068996667861938,,,1779637906.5812502,3740
,1690.0,176,260.8473181,,1.2952954769134521,,,1779637907.5960348,3740
,1700.0,177,261.8669913,,1.3254495859146118,,,1779637908.6161082,3740
,1710.0,178,262.8917285,,1.3037562370300293,,,1779637909.6407342,3740
,1720.0,179,263.916803,,1.3353793621063232,,,1779637910.6657941,3740
,1730.0,180,264.9386686,,1.3315870761871338,,,1779637911.6877797,3740
,1740.0,181,265.9619735,,1.3219428062438965,,,1779637912.7105148,3740
1.211968183517456,1750.0,182,279.3959703,1.4978481531143188,,,0.0007708228984017721,1779637926.1441908,3740
,1750.0,183,279.5009851,,1.2733304500579834,,,1779637926.2501004,3740
,1760.0,184,280.5268625,,1.3147239685058594,,,1779637927.275805,3740
,1770.0,185,281.5436344,,1.3048959970474243,,,1779637928.292751,3740
,1780.0,186,282.5710375,,1.3192477226257324,,,1779637929.320156,3740
,1790.0,187,283.59385,,1.3257722854614258,,,1779637930.342966,3740
,1800.0,188,284.6201665,,1.3086223602294922,,,1779637931.369286,3740
,1810.0,189,285.6395696,,1.2837984561920166,,,1779637932.3891938,3740
,1820.0,190,286.6637515,,1.3012276887893677,,,1779637933.4128625,3740
,1830.0,191,287.6840758,,1.2761789560317993,,,1779637934.433195,3740
,1840.0,192,288.7132916,,1.308719515800476,,,1779637935.4624114,3740
,1850.0,193,289.7409197,,1.3121669292449951,,,1779637936.489986,3740
,1860.0,194,290.7681463,,1.2866607904434204,,,1779637937.5164824,3740
,1870.0,195,291.7961636,,1.2684110403060913,,,1779637938.5452778,3740
,1880.0,196,292.8162873,,1.2721225023269653,,,1779637939.5654073,3740
,1890.0,197,293.8439331,,1.2929468154907227,,,1779637940.5930505,3740
,1900.0,198,294.8742697,,1.257995367050171,,,1779637941.6232965,3740
,1910.0,199,295.888984,,1.2809698581695557,,,1779637942.638104,3740
,1920.0,200,296.9178096,,1.2890608310699463,,,1779637943.666634,3740
,1930.0,201,297.941987,,1.2921007871627808,,,1779637944.6901066,3740
,1940.0,202,298.9651756,,1.3097448348999023,,,1779637945.7142901,3740
,1950.0,203,299.9891553,,1.321492314338684,,,1779637946.7380667,3740
,1960.0,204,301.0124441,,1.3334321975708008,,,1779637947.7613792,3740
,1970.0,205,302.0381274,,1.263001561164856,,,1779637948.787247,3740
,1980.0,206,303.0622445,,1.2912566661834717,,,1779637949.8112926,3740
,1990.0,207,304.0861159,,1.3010103702545166,,,1779637950.835236,3740
1.1808167695999146,2000.0,208,317.5661273,1.4753141403198242,,,0.0007054142744895884,1779637964.3142436,3740
,2000.0,209,317.6738701,,1.2653781175613403,,,1779637964.4224424,3740
,2010.0,210,318.6962584,,1.2868789434432983,,,1779637965.4446604,3740
,2020.0,211,319.7177043,,1.2781832218170166,,,1779637966.466825,3740
,2030.0,212,320.7450019,,1.2908717393875122,,,1779637967.493689,3740
,2040.0,213,321.7767117,,1.2800251245498657,,,1779637968.5258315,3740
,2050.0,214,322.7942856,,1.3056092262268066,,,1779637969.5430121,3740
,2060.0,215,323.8101611,,1.263091802597046,,,1779637970.5588431,3740
,2070.0,216,324.8282136,,1.2784032821655273,,,1779637971.577316,3740
,2080.0,217,325.8464207,,1.2470734119415283,,,1779637972.5952709,3740
,2090.0,218,326.8565986,,1.278366208076477,,,1779637973.6041617,3740
,2100.0,219,327.8775808,,1.2380794286727905,,,1779637974.6265326,3740
,2110.0,220,328.9072144,,1.265782356262207,,,1779637975.6563325,3740
,2120.0,221,329.9231614,,1.234869360923767,,,1779637976.67214,3740
,2130.0,222,330.9550715,,1.2602131366729736,,,1779637977.7037604,3740
,2140.0,223,331.9664001,,1.2719380855560303,,,1779637978.7153037,3740
,2150.0,224,333.0000234,,1.2339564561843872,,,1779637979.7491436,3740
,2160.0,225,334.0229941,,1.2596735954284668,,,1779637980.7721128,3740
,2170.0,226,335.0457331,,1.2742218971252441,,,1779637981.7947717,3740
,2180.0,227,336.0717686,,1.2463557720184326,,,1779637982.8208873,3740
,2190.0,228,337.0989809,,1.2621368169784546,,,1779637983.8476083,3740
,2200.0,229,338.1236313,,1.2681689262390137,,,1779637984.8722448,3740
,2210.0,230,339.1412325,,1.2458820343017578,,,1779637985.8903494,3740
,2220.0,231,340.166636,,1.2296826839447021,,,1779637986.915659,3740
,2230.0,232,341.1874884,,1.2526849508285522,,,1779637987.9371126,3740
,2240.0,233,342.2095219,,1.2549899816513062,,,1779637988.9586418,3740
1.1453208923339844,2250.0,234,355.691714,1.4758648872375488,,,0.0006360213829156177,1779638002.4406974,3740
,2250.0,235,355.7974396,,1.2299326658248901,,,1779638002.5464454,3740
,2260.0,236,356.818583,,1.2362816333770752,,,1779638003.5677025,3740
,2270.0,237,357.8403597,,1.2611875534057617,,,1779638004.5894754,3740
,2280.0,238,358.8494332,,1.2312040328979492,,,1779638005.598552,3740
,2290.0,239,359.8732696,,1.2686041593551636,,,1779638006.6223874,3740
,2300.0,240,360.8973117,,1.2567592859268188,,,1779638007.6464303,3740
,2310.0,241,361.9166081,,1.2278391122817993,,,1779638008.665726,3740
,2320.0,242,362.948269,,1.2472435235977173,,,1779638009.6973877,3740
,2330.0,243,363.9745225,,1.2559306621551514,,,1779638010.723642,3740
,2340.0,244,364.9908468,,1.2232097387313843,,,1779638011.739962,3740
,2350.0,245,366.0084466,,1.241650104522705,,,1779638012.7575655,3740
,2360.0,246,367.0339877,,1.26773202419281,,,1779638013.7830787,3740
,2370.0,247,368.0546434,,1.2381242513656616,,,1779638014.8035548,3740
,2380.0,248,369.0743165,,1.2445437908172607,,,1779638015.8224533,3740
,2390.0,249,370.0973579,,1.252695918083191,,,1779638016.8462884,3740
,2400.0,250,371.1157098,,1.2167279720306396,,,1779638017.8648276,3740
,2410.0,251,372.1447718,,1.2539030313491821,,,1779638018.893775,3740
,2420.0,252,373.164735,,1.2203844785690308,,,1779638019.913561,3740
,2430.0,253,374.1880873,,1.2047746181488037,,,1779638020.9372044,3740
,2440.0,254,375.213509,,1.2470954656600952,,,1779638021.9624834,3740
,2450.0,255,376.2386192,,1.2145111560821533,,,1779638022.9874666,3740
,2460.0,256,377.259924,,1.244146466255188,,,1779638024.0081656,3740
,2470.0,257,378.289894,,1.1943981647491455,,,1779638025.0384448,3740
,2480.0,258,379.3176889,,1.2110519409179688,,,1779638026.0668056,3740
,2490.0,259,380.3412686,,1.230273962020874,,,1779638027.0901327,3740
1.1166107654571533,2500.0,260,393.7687274,1.4695062637329102,,,0.000564423209907245,1779638040.517493,3740
,2500.0,261,393.8755665,,1.199379324913025,,,1779638040.6239915,3740
,2510.0,262,394.8984419,,1.2176247835159302,,,1779638041.64756,3740
,2520.0,263,395.9209989,,1.2089672088623047,,,1779638042.6695068,3740
,2530.0,264,396.9393882,,1.1981618404388428,,,1779638043.6883366,3740
,2540.0,265,397.9638614,,1.1972604990005493,,,1779638044.7128801,3740
,2550.0,266,398.9801905,,1.222874641418457,,,1779638045.7293105,3740
,2560.0,267,400.002359,,1.200404167175293,,,1779638046.7513404,3740
,2570.0,268,401.024895,,1.2009711265563965,,,1779638047.774012,3740
,2580.0,269,402.0493172,,1.2389596700668335,,,1779638048.7984338,3740
,2590.0,270,403.0727614,,1.2202271223068237,,,1779638049.8223855,3740
,2600.0,271,404.101827,,1.2209274768829346,,,1779638050.8498607,3740
,2610.0,272,405.1256307,,1.1947910785675049,,,1779638051.8752549,3740
,2620.0,273,406.1460644,,1.2010228633880615,,,1779638052.8945854,3740
,2630.0,274,407.1724178,,1.213801622390747,,,1779638053.9215362,3740
,2640.0,275,408.2018958,,1.1741864681243896,,,1779638054.9509542,3740
,2650.0,276,409.221598,,1.203223466873169,,,1779638055.9705052,3740
,2660.0,277,410.2460158,,1.1707862615585327,,,1779638056.995135,3740
,2670.0,278,411.2788341,,1.1982539892196655,,,1779638058.0279486,3740
,2680.0,279,412.3025182,,1.1767911911010742,,,1779638059.0516346,3740
,2690.0,280,413.3241477,,1.226148247718811,,,1779638060.073107,3740
,2700.0,281,414.3557291,,1.173556923866272,,,1779638061.1043928,3740
,2710.0,282,415.3806998,,1.1805728673934937,,,1779638062.129816,3740
,2720.0,283,416.4054145,,1.1819113492965698,,,1779638063.153852,3740
,2730.0,284,417.4211105,,1.1813844442367554,,,1779638064.169808,3740
,2740.0,285,418.4503148,,1.1993138790130615,,,1779638065.1992831,3740
1.0900098085403442,2750.0,286,431.8798737,1.4682289361953735,,,0.0004924552772419723,1779638078.6294978,3740
,2750.0,287,431.9867285,,1.167761206626892,,,1779638078.7356908,3740
,2760.0,288,433.0052822,,1.1910027265548706,,,1779638079.7549064,3740
,2770.0,289,434.0236926,,1.1871241331100464,,,1779638080.772533,3740
,2780.0,290,435.0460892,,1.1571840047836304,,,1779638081.7952063,3740
,2790.0,291,436.0670133,,1.204246997833252,,,1779638082.8160589,3740
,2800.0,292,437.0939276,,1.1748104095458984,,,1779638083.843046,3740
,2810.0,293,438.1213844,,1.198089599609375,,,1779638084.8710084,3740
,2820.0,294,439.1415416,,1.2078814506530762,,,1779638085.8906152,3740
,2830.0,295,440.164054,,1.1992692947387695,,,1779638086.9121547,3740
,2840.0,296,441.1899316,,1.1755183935165405,,,1779638087.9390326,3740
,2850.0,297,442.2143836,,1.166248083114624,,,1779638088.9632442,3740
,2860.0,298,443.2329755,,1.1899528503417969,,,1779638089.98178,3740
,2870.0,299,444.2510338,,1.1720595359802246,,,1779638091.0000715,3740
,2880.0,300,445.280793,,1.174777626991272,,,1779638092.029912,3740
,2890.0,301,446.2968114,,1.1627644300460815,,,1779638093.045929,3740
,2900.0,302,447.3159779,,1.180741786956787,,,1779638094.0649252,3740
,2910.0,303,448.3363748,,1.183645486831665,,,1779638095.0853465,3740
,2920.0,304,449.3526347,,1.1808650493621826,,,1779638096.1016774,3740
,2930.0,305,450.3777171,,1.152427315711975,,,1779638097.1267586,3740
,2940.0,306,451.4008749,,1.1799366474151611,,,1779638098.1497676,3740
,2950.0,307,452.4249522,,1.1817810535430908,,,1779638099.1737168,3740
,2960.0,308,453.4476495,,1.1694889068603516,,,1779638100.1967683,3740
,2970.0,309,454.4720456,,1.1439176797866821,,,1779638101.22167,3740
,2980.0,310,455.4902985,,1.1537550687789917,,,1779638102.2389097,3740
,2990.0,311,456.5209815,,1.1473422050476074,,,1779638103.2700877,3740
1.0628809928894043,3000.0,312,469.9806511,1.4786590337753296,,,0.0004219625860160354,1779638116.729237,3740
,3000.0,313,470.0849743,,1.1681430339813232,,,1779638116.833552,3740
,3010.0,314,471.1067192,,1.173906922340393,,,1779638117.855838,3740
,3020.0,315,472.1320746,,1.1704412698745728,,,1779638118.88051,3740
,3030.0,316,473.1542559,,1.1864503622055054,,,1779638119.9032521,3740
,3040.0,317,474.1716662,,1.174547791481018,,,1779638120.9206018,3740
,3050.0,318,475.2114646,,1.1599597930908203,,,1779638121.9605842,3740
,3060.0,319,476.2376045,,1.1744165420532227,,,1779638122.986116,3740
,3070.0,320,477.259798,,1.1614618301391602,,,1779638124.009422,3740
,3080.0,321,478.2888525,,1.1314823627471924,,,1779638125.0379436,3740
,3090.0,322,479.3152713,,1.1519315242767334,,,1779638126.0640144,3740
,3100.0,323,480.3378049,,1.1864529848098755,,,1779638127.086133,3740
,3110.0,324,481.3605978,,1.1561682224273682,,,1779638128.110222,3740
,3120.0,325,482.3847317,,1.1618338823318481,,,1779638129.1338315,3740
,3130.0,326,483.4055928,,1.1399685144424438,,,1779638130.1546988,3740
,3140.0,327,484.4482865,,1.1582999229431152,,,1779638131.197407,3740
,3150.0,328,485.4669741,,1.15797758102417,,,1779638132.2160926,3740
,3160.0,329,486.5050316,,1.1480227708816528,,,1779638133.25415,3740
,3170.0,330,487.5226811,,1.1483219861984253,,,1779638134.2717993,3740
,3180.0,331,488.5459542,,1.1342060565948486,,,1779638135.2949615,3740
,3190.0,332,489.562848,,1.1325570344924927,,,1779638136.311966,3740
,3200.0,333,490.6082631,,1.1590158939361572,,,1779638137.357381,3740
,3210.0,334,491.6182009,,1.1426993608474731,,,1779638138.3678253,3740
,3220.0,335,492.6426039,,1.1366077661514282,,,1779638139.3917236,3740
,3230.0,336,493.6583986,,1.129715085029602,,,1779638140.407285,3740
,3240.0,337,494.6793851,,1.156514286994934,,,1779638141.4284794,3740
1.0363398790359497,3250.0,338,508.1343906,1.4859317541122437,,,0.00035475231739709885,1779638154.88303,3740
,3250.0,339,508.2397827,,1.1159530878067017,,,1779638154.9888837,3740
,3260.0,340,509.2682234,,1.134658694267273,,,1779638156.0173419,3740
,3270.0,341,510.2909207,,1.1659033298492432,,,1779638157.0393667,3740
,3280.0,342,511.3136903,,1.1365470886230469,,,1779638158.0633144,3740
,3290.0,343,512.3251034,,1.1563857793807983,,,1779638159.0742185,3740
,3300.0,344,513.3565798,,1.1344352960586548,,,1779638160.1054358,3740
,3310.0,345,514.3828552,,1.1210116147994995,,,1779638161.1319733,3740
,3320.0,346,515.3964362,,1.1511801481246948,,,1779638162.1449142,3740
,3330.0,347,516.427032,,1.1328635215759277,,,1779638163.1760604,3740
,3340.0,348,517.4525256,,1.1459821462631226,,,1779638164.201642,3740
,3350.0,349,518.4768648,,1.1684539318084717,,,1779638165.2259843,3740
,3360.0,350,519.4966314,,1.1264715194702148,,,1779638166.2457287,3740
,3370.0,351,520.5205638,,1.140998125076294,,,1779638167.26947,3740
,3380.0,352,521.5357225,,1.1451359987258911,,,1779638168.2839282,3740
,3390.0,353,522.5685218,,1.1257497072219849,,,1779638169.3176389,3740
,3400.0,354,523.5903665,,1.1244739294052124,,,1779638170.3394856,3740
,3410.0,355,524.6209247,,1.1040985584259033,,,1779638171.370044,3740
,3420.0,356,525.6443564,,1.1339585781097412,,,1779638172.3934703,3740
,3430.0,357,526.6648654,,1.1363900899887085,,,1779638173.4139853,3740
,3440.0,358,527.6896858,,1.1117701530456543,,,1779638174.4388041,3740
,3450.0,359,528.7182473,,1.1398799419403076,,,1779638175.4671164,3740
,3460.0,360,529.743721,,1.1349047422409058,,,1779638176.4928393,3740
,3470.0,361,530.7722819,,1.1167547702789307,,,1779638177.5204453,3740
,3480.0,362,531.7875174,,1.1297173500061035,,,1779638178.536637,3740
,3490.0,363,532.8205126,,1.1322749853134155,,,1779638179.5693574,3740
1.007715106010437,3500.0,364,546.2952609,1.482094168663025,,,0.0002925475029450237,1779638193.042573,3740
,3500.0,365,546.4011239,,1.118484377861023,,,1779638193.1502438,3740
,3510.0,366,547.4322013,,1.1336119174957275,,,1779638194.1806593,3740
